,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
659,Charles Jones,/players/j/jonesch01.html,1984,1998,FC,14,206,97,1957-04-03,0,0,0,0,726,2.5,4.5,0.9,48.0,0.0,61.8,48.0,9.2,24.6,51.857142857142854,0
660,Damon Jones,/players/j/jonesda01.html,1999,2009,G,10,190,83,1976-08-25,0,0,0,0,657,6.6,1.6,2.7,40.7,39.0,72.7,53.3,12.4,28.0,65.7,1
661,Dwight Jones,/players/j/jonesdw01.html,1974,1983,FC,9,208,95,1952-02-27,0,0,0,0,766,8.1,5.9,1.2,47.1,50.0,74.0,47.2,13.2,27.6,85.11111111111111,1
662,Eddie Jones,/players/j/jonesed02.html,1995,2008,GF,13,198,86,1971-10-20,3,0,3,0,954,14.8,4.0,2.9,43.7,37.3,80.9,50.5,16.7,100.6,73.38461538461539,1
663,Edgar Jones,/players/j/jonesed01.html,1981,1986,FC,5,208,102,1956-06-17,0,0,0,0,363,9.0,4.8,0.9,50.6,26.2,71.0,51.0,15.1,15.0,72.6,1
664,Fred Jones,/players/j/jonesfr01.html,2003,2009,GF,6,193,95,1979-03-11,0,0,0,0,430,7.5,2.2,2.3,41.1,35.3,80.9,47.6,11.3,16.5,71.66666666666667,1
665,Jimmy Jones,/players/j/jonesji01.html,1968,1977,G,9,193,85,1945-01-01,6,0,0,0,686,16.6,4.3,4.5,50.9,25.0,78.5,51.0,17.1,78.8,76.22222222222223,1
666,Jumaine Jones,/players/j/jonesju01.html,2000,2007,F,7,203,98,1979-02-10,0,0,0,0,471,7.1,4.2,0.9,42.4,34.9,70.4,49.4,12.5,15.1,67.28571428571429,1
668,Larry Jones,/players/j/jonesla01.html,1965,1974,GF,9,188,81,1942-09-22,4,0,0,0,551,19.1,4.9,3.7,45.3,27.7,79.3,46.3,18.9,56.4,61.22222222222222,1
669,Major Jones,/players/j/jonesma01.html,1980,1985,F,5,206,102,1953-07-09,0,0,0,0,374,4.4,3.5,0.6,49.0,11.1,58.6,49.0,11.3,5.5,74.8,1
670,Nick Jones,/players/j/jonesni01.html,1968,1973,G,5,188,86,1945-03-28,0,0,0,0,198,5.2,1.1,1.3,41.0,0.0,76.2,41.0,10.2,1.9,39.6,0
671,Popeye Jones,/players/j/jonespo01.html,1994,2004,F,10,203,113,1970-06-17,0,0,0,0,535,7.0,7.4,1.3,44.7,28.1,75.1,45.0,13.3,22.0,53.5,0
672,Rich Jones,/players/j/jonesri01.html,1970,1977,FC,7,198,99,1946-12-27,2,0,0,0,508,15.6,7.4,2.7,42.0,30.3,76.9,42.9,14.1,24.7,72.57142857142857,1
674,Solomon Jones,/players/j/jonesso01.html,2007,2014,F,7,208,104,1984-07-16,0,0,0,0,281,3.0,2.3,0.4,46.7,11.1,71.7,46.7,10.2,5.0,40.142857142857146,0
675,Steve Jones,/players/j/jonesst01.html,1968,1976,GF,8,196,92,1942-10-17,3,0,0,0,704,15.2,3.5,2.2,44.4,33.8,82.2,45.4,13.8,36.9,88.0,1
676,Wali Jones,/players/j/joneswa02.html,1965,1976,G,11,188,81,1942-02-14,0,0,0,0,678,9.8,2.2,3.1,40.9,24.0,80.2,40.9,11.0,16.1,61.63636363636363,1
677,Wil Jones,/players/j/joneswi02.html,1970,1978,F,8,203,92,1947-02-27,1,0,0,0,725,11.7,7.7,2.0,45.9,14.3,73.3,45.9,13.5,37.2,90.625,1
678,Adonis Jordan,/players/j/jordaad01.html,1994,1999,G,5,180,77,1970-08-21,0,0,0,0,10,2.1,0.6,2.2,29.6,25.0,50.0,35.2,8.0,0.0,2.0,0
679,Eddie Jordan,/players/j/jordaed01.html,1978,1984,G,6,185,77,1955-01-29,0,0,0,0,420,8.1,1.9,3.8,41.4,22.4,76.3,41.8,13.1,8.8,70.0,1
680,Michael Jordan,/players/j/jordami01.html,1985,2003,GF,18,198,88,1963-02-17,14,11,9,Hall of Fame,1072,30.1,6.2,5.3,49.7,32.7,83.5,50.9,27.9,214.0,59.55555555555556,0
681,Reggie Jordan,/players/j/jordare01.html,1994,2000,G,6,193,88,1968-01-26,0,0,0,0,186,2.7,1.8,1.0,43.3,33.3,58.5,43.6,14.1,3.0,31.0,0
684,Chris Kaman,/players/k/kamanch01.html,2004,2016,C,12,213,120,1982-04-28,1,0,0,0,735,11.2,7.6,1.3,48.9,4.2,74.3,48.9,14.9,24.6,61.25,1
685,Jason Kapono,/players/k/kaponja01.html,2004,2012,F,8,203,96,1981-02-04,0,0,0,0,509,6.7,1.7,0.8,44.2,43.4,83.5,51.7,10.5,10.3,63.625,1
687,Adam Keefe,/players/k/keefead01.html,1993,2001,F,8,206,104,1970-02-22,0,0,0,0,617,5.0,4.1,0.7,50.2,7.1,71.4,50.2,12.9,24.9,77.125,1
688,Bill Keller,/players/k/kellebi01.html,1970,1976,G,6,178,80,1947-08-30,0,0,0,0,556,11.8,2.4,3.6,42.5,33.8,87.2,46.9,15.0,30.1,92.66666666666667,1
689,Rich Kelley,/players/k/kelleri01.html,1976,1986,CF,10,213,106,1953-03-23,0,0,0,0,814,7.6,7.0,2.6,48.8,0.0,78.3,48.8,15.0,42.5,81.4,1
690,Greg Kelser,/players/k/kelsegr01.html,1980,1985,F,5,201,86,1957-09-17,0,0,0,0,305,9.7,4.6,1.3,48.6,16.7,68.6,48.8,14.2,8.6,61.0,0
691,Shawn Kemp,/players/k/kempsh01.html,1990,2003,FC,13,208,104,1969-11-26,6,3,0,0,1051,14.6,8.4,1.6,48.8,27.7,74.1,49.0,19.1,89.5,80.84615384615384,1
692,Tim Kempton,/players/k/kemptti01.html,1987,1998,FC,11,208,111,1964-01-25,0,0,0,0,280,4.5,2.8,1.1,48.1,0.0,67.7,48.1,9.8,3.3,25.454545454545453,0
693,Goo Kennedy,/players/k/kennego01.html,1972,1977,FC,5,196,92,1949-08-23,0,0,0,0,333,8.2,5.6,0.9,54.8,100.0,67.0,54.8,15.2,20.2,66.6,1
694,Larry Kenon,/players/k/kenonla01.html,1974,1983,F,9,206,92,1952-12-13,5,0,0,0,752,17.2,8.9,2.2,48.7,14.3,78.4,48.7,17.0,58.5,83.55555555555556,1
697,Steve Kerr,/players/k/kerrst01.html,1989,2003,G,14,190,79,1965-09-27,0,0,0,0,910,6.0,1.2,1.8,47.9,45.4,86.4,56.4,13.1,47.2,65.0,1
698,Jerome Kersey,/players/k/kerseje01.html,1985,2001,F,16,201,97,1962-06-26,0,0,0,0,1153,10.3,5.5,1.9,46.5,20.1,69.0,46.7,14.9,69.5,72.0625,1
699,Julius Keye,/players/k/keyeju01.html,1970,1975,FC,5,208,90,1946-09-05,1,0,2,0,418,7.6,11.0,1.6,41.8,18.2,62.3,41.8,10.8,17.8,83.6,1
700,Randolph Keys,/players/k/keysra01.html,1989,1996,FG,7,201,88,1966-04-19,0,0,0,0,241,5.2,2.3,0.8,42.5,27.2,72.1,44.1,10.3,2.3,34.42857142857143,0
701,Jason Kidd,/players/k/kiddja01.html,1995,2013,G,18,193,92,1973-03-23,10,6,9,Hall of Fame,1391,12.6,6.3,8.7,40.0,34.9,78.5,46.4,17.9,138.6,77.27777777777777,1
703,Albert King,/players/k/kingal01.html,1982,1992,FG,10,198,86,1959-12-17,0,0,0,0,534,12.1,4.2,2.2,46.1,26.8,79.1,46.6,13.1,16.3,53.4,0
704,Bernard King,/players/k/kingbe01.html,1978,1993,F,15,201,92,1956-12-04,4,4,0,Hall of Fame,874,22.5,5.8,3.3,51.8,17.2,73.0,51.9,19.2,75.4,58.266666666666666,0
705,Chris King,/players/k/kingch01.html,1994,1999,F,5,203,97,1969-07-24,0,0,0,0,103,6.7,3.0,1.1,42.3,38.3,63.3,45.9,10.6,1.0,20.6,0
708,Reggie King,/players/k/kingre01.html,1980,1985,F,5,198,102,1957-02-14,0,0,0,0,438,8.9,6.2,1.6,51.4,0.0,69.9,51.4,13.1,24.8,87.6,1
709,Stacey King,/players/k/kingst01.html,1990,1997,FC,7,211,104,1967-01-29,0,0,0,0,438,6.4,3.3,0.9,47.8,23.5,70.7,47.9,11.9,10.9,62.57142857142857,1
710,Andrei Kirilenko,/players/k/kirilan01.html,2002,2015,F,13,206,99,1981-02-18,1,0,3,0,797,11.8,5.5,2.7,47.4,31.0,75.4,50.2,18.7,75.4,61.30769230769231,1
711,Greg Kite,/players/k/kitegr01.html,1984,1995,C,11,211,113,1961-08-05,0,0,0,0,680,2.5,3.8,0.5,43.8,16.7,48.6,43.8,6.5,5.6,61.81818181818182,1
712,Kerry Kittles,/players/k/kittlke01.html,1997,2005,G,8,196,81,1974-06-12,0,0,0,0,507,14.1,3.9,2.6,43.9,37.8,78.0,49.3,16.0,44.8,63.375,1
713,Joe Kleine,/players/k/kleinjo01.html,1986,2000,C,14,211,115,1962-01-04,0,0,0,0,965,4.8,4.1,0.6,45.3,27.1,79.4,45.4,10.5,19.1,68.92857142857143,1
714,Linas Kleiza,/players/k/kleizli01.html,2006,2013,F,7,203,111,1985-01-03,0,0,0,0,409,8.7,3.6,0.8,43.5,33.5,76.3,50.2,12.4,13.6,58.42857142857143,0
715,Billy Knight,/players/k/knighbi01.html,1975,1985,GF,10,198,88,1952-06-09,3,0,0,0,821,16.9,5.3,2.3,50.7,28.4,82.7,50.9,18.2,63.9,82.1,1
716,Brevin Knight,/players/k/knighbr01.html,1998,2009,G,11,178,78,1975-11-08,0,0,0,0,729,7.3,2.4,6.1,41.2,13.4,78.9,41.4,14.9,32.6,66.27272727272727,1
717,Negele Knight,/players/k/knighne01.html,1991,1999,G,8,185,79,1967-03-06,0,0,0,0,276,6.2,1.3,2.8,43.6,26.3,73.0,44.4,11.3,4.2,34.5,0
718,Travis Knight,/players/k/knightr01.html,1997,2003,C,6,213,106,1974-09-13,0,0,0,0,371,3.4,3.1,0.6,43.8,25.9,69.6,44.4,11.4,7.9,61.833333333333336,1
719,Bart Kofoed,/players/k/kofoeba01.html,1988,1993,G,5,193,95,1964-03-24,0,0,0,0,111,1.5,0.5,1.0,38.7,18.8,61.4,39.7,5.7,0.0,22.2,0
722,Jon Koncak,/players/k/koncajo01.html,1986,1996,CF,10,213,113,1963-05-17,0,0,0,0,784,4.5,4.9,1.0,47.0,22.6,59.7,47.3,9.8,29.2,78.4,1
723,Barry Kramer,/players/k/krameba01.html,1965,1970,FG,5,193,90,1942-11-10,0,0,0,0,59,3.6,1.9,0.7,33.6,0.0,72.8,33.6,9.3,0.1,11.8,0
725,Nenad Krstić,/players/k/krstine01.html,2005,2011,C,6,213,108,1983-07-25,0,0,0,0,419,10.0,5.4,0.8,49.4,14.3,73.0,49.4,13.6,21.5,69.83333333333333,1
726,Larry Krystkowiak,/players/k/krystla01.html,1987,1997,FC,10,206,99,1964-09-23,0,0,0,0,420,8.2,4.9,1.2,45.7,13.9,79.5,45.8,12.0,15.6,42.0,0
728,Toni Kukoč,/players/k/kukocto01.html,1994,2006,F,12,208,87,1968-09-18,0,0,0,0,846,11.6,4.2,3.7,44.7,33.5,72.9,49.2,17.3,59.6,70.5,1
729,Kevin Kunnert,/players/k/kunneke01.html,1974,1982,CF,8,213,104,1951-11-11,0,0,0,0,555,8.3,7.3,1.4,47.6,-,68.2,47.6,14.6,22.0,69.375,1
730,Mitch Kupchak,/players/k/kupchmi01.html,1977,1986,FC,9,206,104,1954-05-24,0,0,0,0,510,10.2,5.4,0.7,52.3,0.0,70.4,52.3,16.2,27.1,56.666666666666664,0
731,Raef LaFrentz,/players/l/lafrera01.html,1999,2008,FC,9,211,108,1976-05-29,0,0,0,0,563,10.1,6.1,1.1,46.6,36.3,71.1,51.6,16.1,39.4,62.55555555555556,1
732,Tom LaGarde,/players/l/lagarto01.html,1978,1985,CF,7,208,99,1955-02-10,0,0,0,0,312,7.6,5.1,1.5,46.2,0.0,64.0,46.2,11.5,6.5,44.57142857142857,0
733,Rusty LaRue,/players/l/larueru01.html,1998,2004,G,6,188,95,1973-12-10,0,0,0,0,98,5.0,1.3,1.6,37.6,31.8,84.1,43.1,8.9,0.5,16.333333333333332,0
735,Sam Lacey,/players/l/laceysa01.html,1971,1983,C,12,208,106,1948-03-28,1,0,0,0,1002,10.3,9.7,3.7,44.1,18.8,73.8,44.1,14.2,50.9,83.5,1
736,Christian Laettner,/players/l/laettch01.html,1993,2005,FC,12,211,106,1969-08-17,1,0,0,0,868,12.8,6.7,2.6,48.0,26.1,82.0,48.6,16.9,64.9,72.33333333333333,1
737,Bill Laimbeer,/players/l/laimbbi01.html,1981,1994,C,13,211,111,1957-05-19,4,0,0,0,1068,12.9,9.7,2.0,49.8,32.6,83.7,50.7,16.1,105.6,82.15384615384616,1
738,John Lambert,/players/l/lambejo01.html,1976,1982,CF,6,208,102,1953-01-14,0,0,0,0,446,3.8,3.3,0.6,42.8,8.3,69.3,42.8,10.4,6.9,74.33333333333333,1
739,Jeff Lamp,/players/l/lampje01.html,1982,1989,FG,7,198,88,1959-03-09,0,0,0,0,291,5.1,1.5,0.9,47.0,22.2,84.1,47.4,11.5,5.2,41.57142857142857,0
740,Carl Landry,/players/l/landrca01.html,2008,2016,F,8,206,112,1983-09-19,0,0,0,0,513,10.8,4.9,0.7,53.5,30.0,78.5,53.6,17.5,35.9,64.125,1
741,Mark Landsberger,/players/l/landsma01.html,1978,1984,FC,6,203,97,1955-05-21,0,0,0,0,437,5.6,6.1,0.5,48.1,0.0,52.2,48.1,12.8,12.2,72.83333333333333,1
742,Andrew Lang,/players/l/langan01.html,1989,2000,C,11,211,111,1966-06-28,0,0,0,0,737,6.0,4.8,0.6,47.0,25.0,74.4,47.1,11.7,28.6,67.0,1
743,Antonio Lang,/players/l/langan02.html,1995,2000,FG,5,203,92,1972-05-15,0,0,0,0,143,2.3,1.5,0.3,45.5,0.0,71.9,45.5,8.8,1.7,28.6,0
744,Bob Lanier,/players/l/laniebo01.html,1971,1984,C,13,211,113,1948-09-10,8,0,0,Hall of Fame,959,20.1,10.1,3.1,51.4,15.4,76.7,51.4,21.7,117.1,73.76923076923077,1
746,Dave Lattin,/players/l/lattida01.html,1968,1973,FC,5,198,102,1943-12-23,0,0,0,0,263,7.2,5.1,0.7,47.7,0.0,63.1,47.7,13.6,6.3,52.6,0
747,Mo Layton,/players/l/laytomo01.html,1972,1978,G,6,185,81,1948-12-24,0,0,0,0,267,6.9,1.3,2.6,44.8,-,74.9,44.8,11.8,4.4,44.5,0
748,Manny Leaks,/players/l/leaksma01.html,1969,1974,CF,5,203,102,1945-11-27,0,0,0,0,446,11.9,9.0,1.1,44.0,0.0,70.7,44.0,15.0,14.4,89.2,1
749,Allen Leavell,/players/l/leaveal01.html,1980,1989,G,9,185,77,1957-05-27,0,0,0,0,700,9.5,1.7,4.8,45.0,23.4,83.4,46.2,14.7,29.9,77.77777777777777,1
750,Eric Leckner,/players/l/leckner01.html,1989,1997,CF,8,211,120,1966-05-27,0,0,0,0,449,4.1,3.2,0.5,50.8,0.0,66.9,50.8,9.8,6.2,56.125,0
753,Ron Lee,/players/l/leero01.html,1977,1982,G,5,193,87,1952-11-02,0,0,0,0,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7,89.6,1
754,Tim Legler,/players/l/legleti01.html,1990,2000,G,10,193,90,1966-12-26,0,0,0,0,310,7.0,1.6,1.3,44.7,43.1,84.0,52.3,13.6,12.1,31.0,0
755,George Lehmann,/players/l/lehmage01.html,1968,1974,G,6,183,81,1942-05-01,0,0,0,0,376,11.9,1.6,4.5,41.8,36.5,84.1,47.1,12.8,18.6,62.666666666666664,1
756,Voshon Lenard,/players/l/lenarvo01.html,1996,2006,G,10,193,92,1973-05-14,0,0,0,0,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6,56.5,0
758,Jim Les,/players/l/lesji01.html,1989,1995,G,6,180,74,1963-08-18,0,0,0,0,321,3.8,1.2,2.9,39.7,39.6,81.8,50.1,12.4,8.1,53.5,0
759,Ronnie Lester,/players/l/lestero01.html,1981,1986,G,5,188,79,1959-01-01,0,0,0,0,250,7.3,1.9,4.0,46.9,22.7,78.8,47.0,13.0,6.3,50.0,0
760,Fat Lever,/players/l/leverfa01.html,1983,1994,G,11,190,77,1960-08-18,2,0,0,0,752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2,68.36363636363636,1
761,Cliff Levingston,/players/l/levincl01.html,1983,1995,F,12,203,95,1961-01-04,0,0,0,0,830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2,69.16666666666667,1
762,Freddie Lewis,/players/l/lewisfr02.html,1967,1977,G,10,183,79,1943-07-01,3,0,0,0,750,16.0,3.7,4.0,43.2,28.0,81.7,44.6,15.0,53.8,75.0,1
763,Mike Lewis,/players/l/lewismi01.html,1969,1974,CF,5,203,102,1946-03-18,2,0,0,0,337,12.1,11.9,3.0,49.8,0.0,73.5,49.8,17.6,24.4,67.4,1
764,Rashard Lewis,/players/l/lewisra02.html,1999,2014,F,15,208,97,1979-08-08,2,0,0,0,1049,14.9,5.2,1.7,45.2,38.6,80.5,52.4,16.8,90.9,69.93333333333334,1
765,Reggie Lewis,/players/l/lewisre01.html,1988,1993,GF,5,201,88,1965-11-21,1,0,0,0,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9,90.0,1
766,Goose Ligon,/players/l/ligongo01.html,1968,1974,FC,6,201,95,1944-02-22,1,0,0,0,434,12.8,10.9,2.1,48.7,12.5,64.3,48.8,15.9,36.1,72.33333333333333,1
767,Alton Lister,/players/l/listeal01.html,1982,1998,CF,16,213,108,1958-10-01,0,0,0,0,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6,59.5625,0
768,Gene Littles,/players/l/littlge01.html,1970,1975,G,5,183,72,1943-06-29,0,0,0,0,450,9.0,3.3,3.0,47.6,24.0,73.8,48.0,13.5,23.4,90.0,1
769,Randy Livingston,/players/l/livinra01.html,1997,2007,G,10,193,94,1975-04-02,0,0,0,0,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3,20.3,0
771,Lewis Lloyd,/players/l/lloydle01.html,1982,1990,GF,8,198,92,1959-02-22,0,0,0,0,388,13.2,3.1,2.9,52.4,21.3,77.1,52.5,16.4,19.8,48.5,0
772,Scott Lloyd,/players/l/lloydsc01.html,1977,1983,CF,6,208,104,1952-12-19,0,0,0,0,372,4.6,3.0,1.0,42.5,28.6,71.8,42.6,8.5,2.5,62.0,1
773,Brad Lohaus,/players/l/lohaubr01.html,1988,1998,FC,10,211,104,1964-09-29,0,0,0,0,656,5.9,2.8,1.1,44.0,36.1,73.3,49.6,12.3,15.2,65.6,1
774,Grant Long,/players/l/longgr01.html,1989,2003,F,14,203,102,1966-03-12,0,0,0,0,1003,9.5,6.1,1.7,46.7,28.3,76.1,47.2,13.3,60.1,71.64285714285714,1
775,John Long,/players/l/longjo01.html,1979,1997,GF,18,196,88,1956-08-28,0,0,0,0,893,13.6,2.8,1.9,46.7,32.2,86.2,47.2,14.2,32.0,49.611111111111114,0
776,Luc Longley,/players/l/longllu01.html,1992,2001,C,9,218,120,1969-01-19,0,0,0,0,567,7.2,4.9,1.5,46.2,0.0,76.0,46.2,11.8,17.5,63.0,1
781,Sidney Lowe,/players/l/lowesi01.html,1984,1990,G,6,183,88,1960-01-21,0,0,0,0,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9,32.166666666666664,0
783,John Lucas,/players/l/lucasjo01.html,1977,1990,G,13,190,79,1953-10-31,0,0,0,0,928,10.7,2.3,7.0,44.9,30.3,77.6,46.3,15.9,53.7,71.38461538461539,1
784,Maurice Lucas,/players/l/lucasma01.html,1975,1988,FC,13,206,97,1952-02-18,5,0,2,0,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0,78.53846153846153,1
785,Tyronn Lue,/players/l/luety01.html,1999,2009,G,10,183,79,1977-05-03,0,0,0,0,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7,55.4,0
786,George Lynch,/players/l/lynchge01.html,1994,2005,F,11,203,98,1970-09-03,0,0,0,0,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3,70.36363636363636,1
787,Don MacLean,/players/m/macledo01.html,1993,2001,F,8,208,106,1970-01-16,0,0,0,0,319,10.9,3.8,1.3,45.5,28.4,76.5,46.5,15.1,9.4,39.875,0
789,Sam Mack,/players/m/macksa01.html,1993,2002,FG,9,201,99,1970-05-26,0,0,0,0,259,7.8,2.1,1.3,40.0,37.4,83.1,49.3,12.2,7.4,28.77777777777778,0
790,Mark Macon,/players/m/maconma01.html,1992,1999,G,7,196,83,1969-04-14,0,0,0,0,251,6.7,1.9,1.7,38.4,27.0,73.5,39.4,8.9,0.1,35.857142857142854,0
791,Kyle Macy,/players/m/macyky01.html,1981,1987,G,6,190,79,1957-04-09,0,0,0,0,551,9.5,2.2,4.0,50.1,33.7,87.3,52.3,14.0,36.0,91.83333333333333,1
792,Mark Madsen,/players/m/madsema01.html,2001,2009,F,8,206,108,1976-01-28,0,0,0,0,453,2.2,2.6,0.4,45.7,6.3,52.7,45.7,8.1,8.2,56.625,0
793,Corey Maggette,/players/m/maggeco01.html,2000,2013,F,13,198,98,1979-11-12,0,0,0,0,827,16.0,4.9,2.1,45.3,32.4,82.2,47.9,17.9,62.2,63.61538461538461,1
794,Jamaal Magloire,/players/m/magloja01.html,2001,2012,C,11,211,117,1978-05-21,1,0,0,0,680,7.2,6.5,0.6,48.0,0.0,63.9,48.0,13.5,27.7,61.81818181818182,1
796,Rick Mahorn,/players/m/mahorri01.html,1981,1999,CF,18,208,108,1958-09-21,0,0,0,0,1117,6.9,6.2,1.0,49.3,13.2,70.4,49.3,11.6,51.7,62.05555555555556,1
797,Dan Majerle,/players/m/majerda01.html,1989,2002,GF,13,198,97,1965-09-09,3,0,2,0,955,11.4,4.5,2.9,43.1,35.8,74.1,50.5,13.8,78.5,73.46153846153847,1
798,Jeff Malone,/players/m/malonje01.html,1984,1996,G,12,193,92,1961-06-28,2,0,0,0,905,19.0,2.6,2.4,48.4,26.8,87.1,48.7,15.2,54.2,75.41666666666667,1
799,Karl Malone,/players/m/malonka01.html,1986,2004,F,18,206,113,1963-07-24,14,14,4,Hall of Fame,1476,25.0,10.1,3.6,51.6,27.4,74.2,51.8,23.9,234.6,82.0,1
800,Moses Malone,/players/m/malonmo01.html,1975,1995,CF,20,208,97,1955-03-23,13,8,2,Hall of Fame,1455,20.3,12.3,1.3,49.5,9.6,76.0,49.5,22.0,179.1,72.75,1
801,Matt Maloney,/players/m/malonma01.html,1997,2003,G,6,190,87,1971-12-06,0,0,0,0,295,7.4,1.7,2.9,40.8,37.2,79.7,51.2,10.6,9.5,49.166666666666664,0
802,Danny Manning,/players/m/mannida01.html,1989,2003,FC,14,208,104,1966-05-17,2,0,0,0,883,14.0,5.2,2.3,51.1,20.6,72.9,51.3,16.9,55.1,63.07142857142857,1
803,Ed Manning,/players/m/mannied01.html,1968,1976,F,8,201,95,1944-01-02,0,0,0,0,604,5.9,4.5,0.8,44.8,12.5,76.4,44.8,10.8,14.6,75.5,1
804,Pace Mannion,/players/m/mannipa01.html,1984,1989,G,5,201,86,1960-09-22,0,0,0,0,216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7,43.2,0
805,Pete Maravich,/players/m/maravpe01.html,1971,1980,G,9,196,89,1947-06-22,5,4,0,Hall of Fame,658,24.2,4.2,5.4,44.1,66.7,82.0,44.1,18.4,46.7,73.11111111111111,1
806,Stephon Marbury,/players/m/marbust01.html,1997,2009,G,12,188,81,1977-02-20,2,2,0,0,846,19.3,3.0,7.6,43.3,32.5,78.4,47.0,18.7,77.5,70.5,1
807,Šarūnas Marčiulionis,/players/m/marcisa01.html,1990,1997,G,7,196,90,1964-06-13,0,0,0,Hall of Fame,363,12.8,2.3,2.2,50.5,36.9,76.8,52.6,16.7,20.0,51.857142857142854,0
809,Shawn Marion,/players/m/mariosh01.html,2000,2015,F,15,201,99,1978-05-07,4,2,0,0,1163,15.2,8.7,1.9,48.4,33.1,81.0,51.0,18.8,124.9,77.53333333333333,1
810,Sean Marks,/players/m/marksse01.html,1999,2011,FC,12,208,113,1975-08-23,0,0,0,0,230,2.8,2.2,0.2,44.8,20.0,66.5,45.2,9.1,2.6,19.166666666666668,0
811,Donny Marshall,/players/m/marshdo02.html,1996,2003,F,7,201,104,1972-07-17,0,0,0,0,119,2.5,1.0,0.3,32.1,33.6,68.1,39.9,8.7,0.9,17.0,0
812,Donyell Marshall,/players/m/marshdo01.html,1995,2009,F,14,206,98,1973-05-18,0,0,0,0,957,11.2,6.7,1.4,43.5,35.0,73.1,48.3,16.8,59.0,68.35714285714286,1
813,Cartier Martin,/players/m/martica01.html,2009,2015,F,6,201,99,1984-11-20,0,0,0,0,243,5.1,1.9,0.5,39.2,37.2,72.9,49.1,10.1,3.7,40.5,0
814,Darrick Martin,/players/m/martida01.html,1995,2008,G,13,180,77,1971-03-06,0,0,0,0,514,6.9,1.1,2.9,38.2,34.0,84.3,43.8,12.5,9.6,39.53846153846154,0
815,Kenyon Martin,/players/m/martike01.html,2001,2015,F,14,206,106,1977-12-30,1,0,0,0,757,12.3,6.8,1.9,48.3,23.4,62.9,48.7,15.0,48.0,54.07142857142857,0
816,Kevin Martin,/players/m/martike02.html,2005,2016,G,11,201,90,1983-02-01,0,0,0,0,714,17.4,3.2,1.9,43.7,38.4,87.0,50.2,17.7,61.3,64.9090909090909,1
818,Jamal Mashburn,/players/m/mashbja01.html,1994,2004,F,10,203,108,1972-11-29,1,0,0,0,611,19.1,5.4,4.0,41.8,34.5,76.6,45.6,15.7,43.7,61.1,1
819,Anthony Mason,/players/m/masonan01.html,1990,2003,F,13,201,113,1966-12-14,1,0,0,0,882,10.9,8.3,3.4,50.9,16.7,70.9,51.0,14.6,88.3,67.84615384615384,1
820,Desmond Mason,/players/m/masonde01.html,2001,2010,F,9,201,101,1977-10-11,0,0,0,0,643,12.1,4.5,1.6,44.9,26.0,74.0,45.4,12.7,23.1,71.44444444444444,1
821,Roger Mason,/players/m/masonro01.html,2003,2014,G,11,196,90,1980-09-10,0,0,0,0,518,6.3,1.7,1.3,40.8,38.3,86.6,50.9,10.9,13.0,47.09090909090909,0
822,Tony Massenburg,/players/m/masseto01.html,1991,2005,F,14,206,99,1967-07-31,0,0,0,0,683,6.2,4.3,0.4,47.0,9.1,70.5,47.0,11.9,15.6,48.785714285714285,0
823,Wes Matthews,/players/m/matthwe01.html,1981,1990,G,9,185,77,1959-08-24,0,0,0,0,465,7.9,1.3,4.2,47.8,22.5,78.8,48.4,13.0,11.0,51.666666666666664,0
824,Jason Maxiell,/players/m/maxieja01.html,2006,2015,F,9,201,117,1983-02-18,0,0,0,0,618,5.6,4.2,0.4,49.5,0.0,56.4,49.5,13.0,20.3,68.66666666666667,1
825,Cedric Maxwell,/players/m/maxwece01.html,1978,1988,F,10,203,92,1955-11-21,0,0,0,0,835,12.5,6.3,2.2,54.6,5.3,78.4,54.6,16.4,78.5,83.5,1
826,Vernon Maxwell,/players/m/maxweve01.html,1989,2001,G,12,193,81,1965-09-12,0,0,0,0,855,12.8,2.6,3.4,39.8,32.0,73.3,46.2,12.7,27.4,71.25,1
828,Scott May,/players/m/maysc01.html,1977,1983,F,6,201,97,1954-03-19,0,0,0,0,355,10.4,4.1,1.7,46.2,0.0,81.1,46.2,14.2,17.4,59.166666666666664,0
